,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
916,work_38829984,user-10767122,Ten out of Ten,Explicit,"""On a scale of one to ten, how comfortable would you say you are with me physically?"" she asked.""Zero.""Hermione's lips pursed in annoyance because she really should have seen that coming. How charming that the extent of his arseholery could still surprise her. ",English,61559,1218,5576,1658,137832,True,16,16,2022-07-18
917,work_29970729,user-5683279,Per Aspera Ad Astra,Mature,hadriana made a different choice. she chose herself. she chose life and happiness. death has a funny way of giving it to her.,English,147782,928,5576,2039,182248,True,24,24,2022-06-18
918,work_14878328,user-4316,Rock-a-bye Sweet Baby James,Explicit,"Harry Potter knew that having a baby by himself would be difficult, but when his son's other father arrives on his doorstep, furious and upset at not being told about Harry's  pregnancy, Harry's already messy life becomes a thousand times more complicated.",English,28402,115,5576,1126,73969,True,1,1,2018-06-09
919,work_7402507,user-263796,Life After Death,Mature,"Once, Harry died in a forest, and that was the start of all his troubles. Not Voldemort, not the Dursleys.Just dying... and then choosing to get up again.",English,55049,792,5575,2257,88100,False,10,,2020-12-26
920,work_27824563,user-220929,Draco Black and the Prisoner of Nurmengard,Explicit,WHORE. BLOOD TRAITOR. MURDERER.I will accept no restitution but your life.,English,323728,3609,5572,663,225416,True,34,34,2022-01-07
921,work_30009138,user-4551509,Golden Age,Mature,"After two hundred and forty years, Harry Potter thought that he'd seen it all, until he is transported back to 1977. In the midst of Voldemort's first rise to power and both sides of this war won't let him sit this one out.",English,95917,629,5571,1471,143106,True,37,37,2022-01-18
922,work_593693,user-86752,Baby In A Box,General Audiences,"Every year on Christmas, Harry wants to hear the story of how he arrived at Spinner’s End… in a box.",English,10071,163,5568,1145,50668,True,2,2,2012-12-15
923,work_12479128,user-246310,Chaos Theory,Explicit,"Chaos: when the present determines the future, but the approximate present does not approximately determine the future. One gene varies, one neuron fires, one butterfly flaps its wings, and Draco Malfoy's life is completely different. Draco has always found a certain comfort in chaos. Perhaps he shouldn't.",English,102712,1277,5565,2011,109433,True,78,78,2017-12-14
924,work_14188524,user-3506154,Lord of Darkness,Explicit,"A twist of fate sends Harry down a much darker path. The question is not how far he will fall, but how many others he will take with him.",English,400715,1952,5561,1290,562066,True,50,50,2019-06-23
925,work_11822958,user-895607,A Crowned Family,Mature,"It was easier for Will to hide his magic. No muggle understood his ‘gift’ of empathy. Wizarding kind thought him even more of a freak. No person, magical or otherwise, liked their secrets exposed. While Will was self-taught in magic, it was easier to deal with people without magic, than with it.Hannibal Lecter had an important and rare creature inheritance that gifted him with understanding magic in a way that few could understand. Secret hidden from all, even Will, he slipped under the cover of the muggles, an elusive sort of prey, and killed without magic.Only, when Hannibal asks Will of his magic, that Will understands who Hannibal is: Chesapeake Ripper.So, they both leave. Will leaves Jack behind but brings his dogs, and Hannibal is looking forward to hunting in Italy again. On their layover in England, Hannibal confesses that he needs to go hunting. That is where they found Harry Potter, curled under the cupboard, malnourished and bleeding.The natural thing to do is take the boy in and raise him as their own.This is the story of how Harry grows with a father who is a Ravenstag, serial killer, a dad with too many dogs and an empathy disorder, cannibalism and the value that family has.",English,130791,1423,5556,1728,164208,True,44,44,2020-11-09
926,work_2118546,user-72300,"Dear Family, Jump Off A Cliff",Teen And Up Audiences,"It turns out that treating your son like garbage for fourteen years because you preferred his more famous brother is pretty damn low. And pretty damn stupid when he turns out to have been the Chosen One after all. What's more? His twin isn't too impressed with you, either.",English,3500,81,5549,900,89943,True,1,1,2014-08-11
927,work_9494510,user-2693,Masquerade,Explicit,"MACUSA's annual New Year's Eve Masquerade Ball is the largest, most magical event of the year - and Newt, dressed to the nines and miserably bored, really just wants to leave.",English,10374,198,5546,1227,40832,True,1,1,2017-01-29
928,work_11211711,user-1068744,Harry Potter and the Language of Serpents,Teen And Up Audiences,"Harry Potter, recent vanquisher of the Dark Lord and potions apprentice to one Severus Snape, is absolutely certain he is going to have a peaceful year learning the secrets of the most elegant magical art. The mysterious baby girl Snape declared his daughter after the Battle of Hogwarts can't possibly cause any trouble, surely? She's a baby. Babies are easy.",English,34683,1790,5544,752,76551,True,31,31,2019-04-29
929,work_11437419,user-733013,Utterly Ruined,Explicit,"When Harry meets Voldemort after he's been reborn in the graveyard, he realizes two terrible truths: one, Voldemort is his soulmate; and two, he's going into heat.",English,5262,121,5542,901,143478,False,4,5,2020-09-27
930,work_9421511,user-892475,It's always the quiet ones,General Audiences,"For this prompt on the kinkmeme:After the Grindelwald incident MACUSA and MoM are holding a dueling competition. Originally Newt only came to be support for his older brother and his new american auror friends. He's not comfortable at such events. Some asshole who wants to take revenge on Theseus for humiliating him the year before, thinks ge can get it by challenging Newt to fight in front of everyone. Anything goes. Before Graves can intervene, Theseus smirks and accepts the challenge for Newt.",English,4142,100,5541,787,59104,True,5,5,2017-01-25
931,work_1808485,user-324,"Theft of Assets, Destruction of Property",Explicit,Surely it is a mistake to allow a single youthful indiscretion to cloud an already promising career.,English,23175,294,5539,1926,60447,True,1,1,2009-11-04
932,work_5492927,user-6836,Trichromatic,Teen And Up Audiences,"The loss of magic had started, as do many things like it, with good intentions. The past century, it was reasoned, had been overshadowed by two of the worst Dark Lords in history. What better way, then, to make sure it never happened again than to stop it before it started? After all it was a well-known fact that those with an affinity for Dark Magic were born with it, so why not tackle the problem at the source? The Department of Mysteries were set on the problem, and two years after the final death of the Dark Lord Voldemort, they released their solution into the world.",English,171978,906,5536,2020,134443,True,31,31,2017-05-02
933,work_6882505,user-1255975,Harry Potter and the Interlude,Teen And Up Audiences,"As Harry gets used to living with Sirius and Remus, he, along with his friends and family, must deal with the knowledge of Voldemort's return. What will this mean for Harry's friendship with the Most Ancient and Noble House of Malfoy?",English,37416,309,5533,395,83618,True,10,10,2016-07-19
934,work_2457953,user-515838,The Most Powerful Magic,Explicit,"Severus Snape wakes up after the war to find that over twenty years have passed and Nagini's venom has wreaked havoc on his body. While he searches for a way to heal the damage, Severus has to find a way to come to terms with the new world into which he's awoken as well as the ancient magic that helped to bring him back. (Snarry is the primary pairing)",English,84028,744,5530,1354,93386,True,25,25,2015-03-28
935,work_7972852,user-1221814,Be Careful of What You Wish For,Not Rated,What if Severus Snape got his wish and Harry got suspended at the end of his first year?,English,42640,949,5529,1282,165874,False,20,,2021-11-23
936,work_19361722,user-264155,The Changing Times,Teen And Up Audiences,There wasn’t any sort of fanfare for Ron Weasley about to board the Hogwarts Express for the first time. ,English,19057,302,5528,621,52140,True,3,3,2019-06-27
937,work_1113639,user-18820,Best Laid Plans,General Audiences,"What he hated most about his perfect plan going wrong, is how much his nemesis enjoyed being brought along for the ride.",English,3420,192,5527,1226,45817,True,1,1,2014-01-01
938,work_30125064,user-5816035,Adaptation,Mature,"Harry Potter hated his fame, hated the way everyone compared him to his parents – who he never got a chance to meet. Adults saw his parents in his hair or his eyes, whilst his ‘friends’ saw a celebrity first and a person second. He just wanted to be a normal pre-teen. Who would have thought the combined powers of the Mirror of Erised – a device that mirrored your greatest desire – and the Philosopher’s Stone – an artifact to give one immortal life – would team up to offer him a new start? Finding himself in a world not his own (repairing itself from a recent alien invasion of all things) Harry must survive the horrors of puberty, learn a whole different kind of magic, deal with sentient technology, oh, and maybe save the universe. ",English,63143,524,5523,1267,109436,True,15,15,2021-04-05
939,work_23830063,user-1896562,Falling Leaves of Evergreen Trees,Not Rated,"She is a nameless girl with no past and no future. A test subject at the mercy of Orochimaru. This place will kill her, but there is more to her than meets the eye. She was once someone else, and though no one here knows it, Harry Potter has never been able to stay dead for long.",English,452380,4093,5522,2385,263404,False,66,,2022-08-23
940,work_22280269,user-4727582,Vortex,Teen And Up Audiences,"“Don’t worry, my dearest one,” Draco’s mother told him when he confided his worries to her. When he was old enough to feel the pangs of adolescent longing, but still too young to sense the storm gathering around them. “Magic will overcome any distance or obstacles to bring two soulmates together when the time is right. Circumstances will arise that steer them in the right direction; strange coincidences will make their paths cross again and again. Then the most wondrous moment arrives, when you both realize that your soulmate, your perfect match, stands before you, and from that day forward your hearts will be one.” Ten years after that conversation, the idea of perfectly-matched soulmates feels more like a curse than a blessing to Draco. Who would want a soulmate who was a schoolyard bully, a Death Eater, and a convicted felon? Certainly not Harry Potter. And Draco is determined to take this secret to the grave.",English,20625,475,5522,1317,60007,True,1,1,2020-01-16
